meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
424,1744280304712,424,424,0,0.013064146041870117
425,1744280304941,425,425,0,0.013312578201293945
426,1744280305168,426,426,0,0.015926837921142578
427,1744280305397,427,427,0,0.013024330139160156
428,1744280305621,428,428,0,0.015990257263183594
429,1744280305855,429,429,0,0.013782501220703125
430,1744280306083,430,430,0,0.013244390487670898
431,1744280306311,431,431,0,0.013247489929199219
432,1744280306541,432,432,0,0.02068638801574707
433,1744280306776,433,433,0,0.018204689025878906
434,1744280307008,434,434,0,0.014165878295898438
435,1744280307236,435,435,0,0.00404667854309082
436,1744280307445,436,436,0,0.014582157135009766
437,1744280307675,437,437,0,0.018278121948242188
438,1744280307908,438,438,0,0.016232013702392578
439,1744280308141,439,439,0,0.008750438690185547
440,1744280308370,440,440,0,0.01336050033569336
441,1744280308598,441,441,0,0.013358831405639648
442,1744280308826,442,442,0,0.01758599281311035
443,1744280309059,443,443,0,0.013524770736694336
444,1744280309292,444,444,0,0.012188196182250977
445,1744280309520,445,445,0,0.017200946807861328
446,1744280309751,446,446,0,0.004312038421630859
447,1744280309983,447,447,0,0.013271093368530273
448,1744280310211,448,448,0,0.013194084167480469
449,1744280310440,449,449,0,0.013312101364135742
450,1744280310671,450,450,0,0.013198375701904297
451,1744280310900,451,451,0,0.017479658126831055
452,1744280311148,452,452,0,0.013130664825439453
453,1744280311376,453,453,0,0.017624855041503906
454,1744280311608,454,454,0,0.01325225830078125
455,1744280311836,455,455,0,0.013461828231811523
456,1744280312064,456,456,0,0.015357494354248047
457,1744280312292,457,457,0,0.016206979751586914
458,1744280312522,458,458,0,0.013063430786132812
459,1744280312753,459,459,0,0.013331890106201172
460,1744280312983,460,460,0,0.019745588302612305
461,1744280313222,461,461,0,0.013167619705200195
462,1744280313458,462,462,0,0.01340174674987793
463,1744280313686,463,463,0,0.010838985443115234
464,1744280313913,464,464,0,0.013419866561889648
465,1744280314142,465,465,0,0.012799739837646484
466,1744280314369,466,466,0,0.013955116271972656
467,1744280314600,467,467,0,0.014598369598388672
468,1744280314832,468,468,0,0.020870447158813477
469,1744280315067,469,469,0,0.018773317337036133
470,1744280315300,470,470,0,0.013389825820922852
471,1744280315532,471,471,0,0.01273202896118164
472,1744280315758,472,472,0,0.020291805267333984
473,1744280315993,473,473,0,0.015511035919189453
474,1744280316225,474,474,0,0.013239622116088867
